직무명,회사명,위치,경력,주요업무,자격요건,우대사항
데이터 분석가 (Business Data Analyst),에이블리코퍼레이션,서울 서초구,경력 3-8년,"주요업무
• 거래액, MAU 등 주요 사업 지표의 정기/비정기 분석과 이슈 사항들을 모니터링 해요.
• 마케팅 / 프로모션 활동 성과들을 분석하고 회고해요.
• 고객, 거래, 마케팅 등을 결합한 데이터들을 분석해요.
• 비즈니스 의사 결정을 위한 가설 설정을 설정하고 데이터를 추출 및 가공하여 인사이트를 도출해요.","자격요건
• 비즈니스 데이터 분석 경험이 3년 이상이거나, 그에 준하는 역량을 갖고 계신 분을 찾고 있어요.
• SQL을 통해 데이터를 추출하고, 원하는 형태로 가공이 가능하신 분을 찾아요.
• 분석 결과를 도출하고 전달할 수 있는 논리적 사고와 커뮤니케이션 능력이 있는 분을 찾아요.
• 자기주도적으로 문제를 발견하고 해결하고자 하는 호기심을 가진 분을 찾아요.
• 에이블리의 조직 문화를 이해하고 함께 성장하고자 하는 목표를 가진 분을 찾고 있어요.","우대사항
• 커머스 비즈니스 관련 데이터 분석 경험이 있으신 분이면 더욱 좋아요.
• 퍼포먼스 마케팅, CRM 마케팅 등 마케팅 관련 분석 경험이 있으신 분이면 좋아요.
• Python, R 등 데이터 분석 툴 활용이 가능한 분이면 좋아요.
• 기본 재무/회계 지식과 통계 지식을 갖춘 분이면 좋아요.
• IT/Tech, 온라인/패션/커머스 시장과 트렌드에 대한 깊은 관심과 이해가 있으신 분이면 더욱 좋아요.

[채용절차 및 제출서류]
• 채용 절차 : 서류전형 - 사전과제 - 직무 인터뷰 & 문화적합성 인터뷰 - 최종 인터뷰 - 최종합격
• 연봉 정보는 서류상 기재하지 말아주세요. 추후 별도로 요청 드릴 예정 입니다.

[입사 유의 사항]
• 인턴을 제외한 모든 직무는 3개월 수습기간을 거칩니다.
• 수습기간 동안 급여 및 복지는 차등 없이 지급됩니다.
• 입사지원 서류에서 허위기재 사실이 발견될 경우, 입사가 취소될 수 있습니다."
데이터 기획 및 분석 (BI),해긴,서울 구로구,경력 8-20년,"주요업무
게임의 지표를 정의하고 데이터 웨어하우스(DW) 설계 및 관리
데이터를 직관적으로 이해할 수 있도록 대시보드 개발
• 게임 내 이상 데이터 추적 및 데이터 가공, 통계 개발
• 게임별 ETL 프로세스 운영 및 데이터 파이프라인 설계/구축
• 데이터 모델 설계 및 최적화를 통해 비즈니스 요구 사항에 맞는 데이터 제공
• SQL, Python 등을 활용하여 필요한 데이터 추출 및 가공
• 비즈니스 인사이트 도출을 위한 데이터 시각화 및 레포팅 작업
• 유관 부서와의 협업 및 데이터 결과 공유를 위한 커뮤니케이션 및 문서화 작업","자격요건
• 게임 관련 데이터 가공 및 분석 경험
• SQL, Python 등을 이용한 데이터 처리가 능숙하신 분
• 데이터 파이프라인 설계/구축 및 ETL 프로세스 운영해 보신 분
• 여러 팀과 원활한 협업을 위한 커뮤니케이션 스킬을 갖추신 분","우대사항
• 게임업계 경력이 있으신 분
• Snowflake, PowerBI 사용 경험이 있으신 분
• 통계 및 프로그래밍 관련 전공자이신 분
• DB/SQL 쿼리 최적화 경험이 있으신 분
• 머신러닝 및 AI에 대한 기본적인 이해가 있으신 분
• 사업 분석 및 의사결정에 필요한 데이터 분석 능력이 있으신 분
• 데이터베이스 관리 및 데이터 모델링에 대한 심화 지식이 있으신 분
• 데이터베이스 관리 및 데이터 모델링에 대한 심화 지식이 있으신 분"
비즈니스 컨설턴트 (Data 분석),콘센트릭스서비스코리아CATALYST,서울 강남구,경력 5년 이상,"주요업무
• 시의성을 고려한 분석 토픽 발굴
• 분석 토픽에 맞춰 분석 스토리라인 구성
• 발굴된 Insight를 기반으로 가설을 검증하고 최종 분석 결론 도출
• 분석 결과의 보고서화 및 Communication
• 영문보고서 작성","자격요건
• Consultancy를 바탕으로 한 문제해결 및 Communication 역량
• 데이터의 특성과 흐름을 식별할 수 있는 데이터 문해 역량
• EDA를 위한 Tool 사용 역량(Excel 포함 1개 이상)
• PPT를 활용한 영문 보고서 작성 역량
• 영어 커뮤니케이션 가능","우대사항
*장애인은 관련법령에 의해 채용시 우대합니다"
라이더 정책 데이터 분석가(Business Analyst) (3년 이상),우아한청년들,서울 송파구,경력 3-7년,"주요업무
• 라이더 정책 수립, 관리, 개선을 위한 데이터 분석
(배달특성 및 라이더 행동지표, 배달비용, 배달시간 등)
• 데이터 분석을 통한 라이더 정책 고도화 및 실행 계획 수립
• 정량적 데이터를 통한 라이더 정책 적성성 검토 및 의사결정 지원
• 신규 지표 정의, 지표 관리 및 시각화","자격요건
• 3년 이상 SQL를 활용한 데이터 추출 및 Excel 데이터 분석한 경험을 보유하신 분
• 데이터 분석을 통한 개선 프로젝트를 주도적으로 이끌어 본 경험을 보유하신 분
• 분석결과를 근거로 논리적 추론 및 인사이트를 도출하여 문제를 해결해 본 경험을 보유하신 분","우대사항
• 데이터 시각화 툴(Tableau, Redash) 활용 경험을 보유하신 분
• 2년 이상 사업 및 정책 운영/관리 관련 경험을 보유하신 분
• IT 플랫폼, 유통/물류, 커머스 등 유관 업종에서의 업무 경력과 비즈니스 이해도가 있으신 분
• 데이터 분석 관련 전공을 이수하신 분"
[사업실] 데이터 분석가,로드컴플릿(LoadComplete),경기 성남시,경력 2년 이상,"주요업무
합류 후 함께하실 업무에 대해서 소개해 드릴게요.

• 각 게임의 로그 데이터 수집 및 분석을 통해 유의미한 인사이트 도출
• 데이터 기반의 가설 수립 및 검증을 위한 실험 설계 및 수행
• 다양한 데이터 소스(SQL, NoSQL 등)에서 데이터 추출 및 가공
• BI 시스템을 활용한 데이터 시각화 및 리포팅
• A/B 테스트 및 인과 추론을 통한 효과 분석 및 성과 측정
• 데이터 기반의 의사결정을 지원하기 위한 대시보드 개발 및 운영","자격요건
아래의 경험을 해오셨던 분을 찾고 있어요.

• 데이터 분석 관련 경력 2년 이상이신 분
• Python, SQL 등을 활용한 데이터 분석 및 가공 능력을 보유하신 분
• 통계적 지식 및 기초 통계 분석 능력을 보유하신 분
• 분석 결과를 명확히 전달할 수 있는 커뮤니케이션 역량을 보유하신 분
• 해외 여행에 결격 사유가 없으신 분","우대사항
이런 경험이 있다면 더욱 좋습니다!

• 데이터 시각화 툴(Data Studio(Looker Studio), Tableau, Looker 등)을 활용한 리포트 작성 경험이 있으신 분
• 머신러닝, 딥러닝 모델 개발 및 운영 경험이 있으신 분
• 통계학, 데이터 사이언스, 컴퓨터 공학 등 관련 학위를 보유하신 분 (* 석사 이상 학위 보유자 우대)
• 게임 데이터 분석 경험 또는 게임 산업에 대한 이해도가 있으신 분
• A/B 테스트 설계 및 분석 경험이 있으신 분"
"[광고/마케팅] Senior, Data Analyst (Ads Analytics)",쿠팡,서울 송파구,경력 3-20년,"주요업무
Ads Analytics 팀의 Senior Data Analyst 로서 다음의 업무를 담당하게 됩니다.

제품 및 수익화 전략: 다양한 입찰 및 수익화 모델을 개발하고 테스트하며, 변화가 수익에 미칠 수 있는 영향을 시뮬레이션합니다.
지표: 상품 채택, 사용, 성과 및 이탈에 대한 보고에 사용되는 일련의 핵심 성과 지표(KPI)를 제공합니다. 그룹의 수익화 노력이 효과가 있는지 파악할 수 있도록 가시성을 제공합니다.
예측: 인벤토리 및 수익 예측 모델을 수익 최적화 프로세스의 중요한 구성 요소로 설계 및 유지, 관리합니다. 판매 패턴을 분석하여 동향을 파악하고 재무 예측을 지원합니다.
A/B 테스트: A/B 테스트를 설계, 수행, 분석 및 인사이트를 발굴하여 상품 이터레이션에 대해 알리고 우선순위를 정합니다. 통계적 엄밀성을 가지고 이를 수행하고 시험 결과 동인에 대한 ""왜?""라는 질문에 대답하기 위해 코호트 연구를 수행합니다.
간결한 스토리 전달 – 테스트 완료 시 시의적절하고 설득력이 있으며 사실에 기반한 테스트 내용을 정리해 데이터와 테스트 결과에 숨겨진 비즈니스 “스토리를” 강력히 전달합니다.","자격요건
이상적인 후보자는 광고 데이터 분석, 비즈니스 분석, 재무 분석, 시장 조사 및 경영진 보고를 수행하는 분석가로서 3년 이상의 경험을 가진 분입니다.

• 뛰어난 SQL 활용 역량
• 탁월한 정량적 분석 스킬
• 우수한 프레젠테이션 및 커뮤니케이션 스킬
• 매우 체계적이고 디테일 중심적인 사고
• 빠른 속도로 움직이는 조직에서 여러 이해 관계자를 위해 다수의 프로젝트를 동시에 관리할 수 있는 역량
• 학사 학위 소지자","우대사항
• 광고기술 / 광고(검색, 디스플레이, 브랜딩, 리타겟팅, 소셜미디어, 스트리밍 비디오 등), 디지털 마케팅, 광고 에이전시 또는 관련 도메인에서의 경험
• 통계 분석을 위한 Python 또는 R 활용 역량
• Hive, Presto, Airflow
• 기술 분야 석사학위 소지자
• 통계 분야 경험이 많은 분
• 데이터 시각화 (예: Tableau, Qlik, Looker, Power BI)
• 머신 러닝 경험"
Data Scientist (전문연구요원 가능),에니아이(Aniai),서울 성동구,경력 3-10년,"주요업무
• 대규모 정형 및 비정형 데이터를 분석합니다. 고객 참여 및 유지를 촉진하기 위한 심층 분석 및 기계 학습 모델을 개발합니다.
• 핵심 비즈니스 측정항목을 설계 및 개발하고, 통찰력 있는 자동화 대시보드와 데이터 시각화를 만들어 이를 추적하고 유용한 비즈니스 지표들을 추출합니다.
• 로봇에서 나온 데이터를 추출하여, 로봇의 상태를 예측하고 수명주기에 대한 정보를 추출합니다.
• 센서에서 나온 데이터를 바탕으로 조리의 품질을 판단할 수 있는 모델을 설계하고 검증합니다.
• 필요한 경우 공급사, 테스트 Lab, 생산공장, 고객사 등 출장을 갈 수 있습니다.","자격요건
• 데이터를 분석하여 정량적인 지표를 추출한 경력 3년 이상 가지고 계신 분
• 새로운 유형의 data에 대해, pre-processing 및 deep learning 모델을 설계해본 경력이 있는 분
• 데이터 분석 툴에 익숙하신 분 (Python or matlab)
• 통계 분석에 대한 기본적인 이해를 가지고 계신 분
• Technical Presentation에 능숙하며 뛰어난 의사 소통 역량을 보유한 분","우대사항
• 데이터 및 통계 분석에 관한 연구 경력 혹은 박사학위를 가지고 계신 분
• SQL 또는 그와 유사한 database 경력을 가지고 계신 분
• Deep learning외에 머신러닝 기법에 대해 익숙하신 분 (SVM, LDA 등)
• Digital signal processing에 대한 이해를 가지고 계신 분 (Frequency domain, digital filter 등)
• Data visualization tool (ex. Tableau)에 대한 사용 경험을 가지고 계신 분"
Data Analyst (Middle),와드(캐치테이블),경기 성남시,경력 5년 이상,"주요업무
[프로덕트 문제 진단 및 해결]
• 현재 프로덕트의 문제를 찾고 개선을 위한 최적의 솔루션 도출
• 목표를 달성하기 위한 지표와 가설을 설정하고 이를 검증할 수 있는 데이터 분석 및 A/B 테스트를 설계
• 핵심 프로덕트 지표를 설계 및 도식화
• 데이터 기반 의사결정을 위해 PM, Business Owner, Engineer 등의 이해관계자들과 협업
• 전사 목표향의 분석 프로젝트 리딩","자격요건
• DA 경력 5년 이상 혹은 이에 준하는 경력
• 원천 데이터 정제부터 문제 정의, 인사이트 도출 및 액션아이템 제시까지 데이터분석 전반의 과정을 수행할 수 있는 분
• 코호트 분석, A/B 테스트, Funnel 분석 등의 분석 방법론에 대한 이해 & 실무 적용 경험이 있는 분
• 최소 1개 이상의 데이터 시각화 툴(Superset, Redash, GA4, Tableau 등)을 능숙히 사용하실 수 있는 분
• 분석 프로젝트를 운영 및 리딩한 경험이 있는 분","우대사항
• 스타트업의 조직문화를 이해하고 함께 성장하고자 하는 목표를 지닌 분
• A/B 테스트 기반의 실험문화를 만들었던 경험이 있거나 이에 관심이 많으신 분
• Python, R 등을 활용한 데이터 분석에 대한 이해도가 높으신 분
• 데이터 마트 및 데이터 파이프라인 구축 또는 유저 행동 로그 설계 경험이 있는 분"
Data Scientist (AML & FDS),토스뱅크,서울 강남구,경력 3-20년,"주요업무
[합류하면 함께할 업무예요]

• 자금세탁방지와 의심거래를 탐지하는 모델을 개발하고, 운영 / 모니터링 업무를 수행해요.
• 의심거래건을 추출하고 LLM을 이용하여 보고서를 자동으로 작성하는 업무를 수행해요.","자격요건
[이런 분과 함께하고 싶어요]

• 정형 데이터를 이용하여 Modeling 을 해보신 경험이 필요해요.
• 데이터 및 머신러닝에 대한 수학적 이해와 통계적 지식이 필요해요.
• SQL, Python, Spark 등 통계 / 분석 프로그램을 능숙하게 다룰 수 있는 분이 필요해요.
• Imbalanced data classification 모형 개발 경험 및 전문성을 보유하고 있으면 좋아요.
• LLM(RAG, Fine-Tuning)을 이용한 서비스 개발 경험 및 전문성을 보유하고 있으면 좋아요.
• 모형의 결과를 설명할 수 있는 XAI 경험 및 전문성을 보유하고 있으면 좋아요.
• FDS, AML, STR 운영 경험이나 지식이 있으면 좋아요.","우대사항
[이력서는 이렇게 작성하시는 걸 추천해요]

• 그동안 해오신 업무 중 임팩트 있는 성과를 만들어 낸 프로젝트에 대해 구체적으로 작성해 주세요.
• 특히 데이터로 문제를 인지하고 해결한 경험, 또는 비즈니스에 미치는 영향을 f/u 하고 이를 고도화한 경험의 A to Z를 구체적으로 작성해 주세요.
• Imbalanced data classification 경험이 있다면 어떤 기법을 사용했는지 작성해 주세요.
• LLM을 활용한 서비스 개발 경험이 있다면 문제 상황과 프롬프트 엔지니어링, RAG, Fine-Tuning 등의 활용 기법에 대해 작성해 주세요.
• 실제 서비스에 적용하여 개선한 경험이 있다면 결과를 수치로 나타내주면 좋아요.(외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요.)
• 실제 서비스에 적용하여 개선한 경험이 있다면 결과를 수치로 나타내주면 좋아요.(외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요.)

[토스뱅크로의 합류 여정]

• 서류접수 ＞ 사전과제 & 사전과제 기반 직무 인터뷰 ＞ 문화적합성 인터뷰 ＞ 레퍼런스 체크 ＞ 처우협의 ＞ 최종합격 및 입사"
데이터분석 태깅,콘센트릭스서비스코리아CATALYST,서울 강남구,경력 2년 이상,"주요업무
• 글로벌 닷컴 웹페이지 및 앱 신규
런칭/변경에 따른 데이터 수집을 위한
태깅 기획
• Google Analytics 및 Adobe Analytics 활용 웹/앱데이터QA,분석 및 Tool Amdin
-고객사 해외법인 고객들과 커뮤니케이션 및 Task 일정/이슈 관리","자격요건
• 적극적이고 능동적인 마인드, 커뮤니케이션 스킬
• 기본적인 비즈니스 영어 가능한 분
• 엑셀, 파워포인트 활용 가능한 분
• GA/AA에 대한 경험이 없어도 적극적으로 배우면서 데이터분석 분야에서
성장을 하고 싶으신 신입 분도 지원 가능하십니다.","우대사항
• 적극적이고 능동적인 마인드, 커뮤니케이션 스킬
• 기본적인 비즈니스 영어 가능한 분
• 엑셀, 파워포인트 활용 가능한 분
• GA/AA에 대한 경험이 없어도 적극적으로 배우면서 데이터분석 분야에서
성장을 하고 싶으신 신입 분도 지원 가능하십니다.
• 장애인은 법령에 의해 채용시 우대합니다"
데이터 분석,펑타이그레이터차이나(피티코리아),서울 서초구,경력 5-15년,"주요업무
• GA 웹로그 기반 툴을 활용한 웹/앱분석 업무
• 광고주 커뮤니케이션","자격요건
• 학사 이상이신 분
• Adobe analyitcs 또는 Google analytics 통한 데이터 추출 및 분석 가능하신 분
• MS Office 및 기타 통계 프로그램 (R/Python/SQL/SPSS) 사용 가능하신 분
• 유관 경력 5년 이상이신 분","우대사항
• 앱/웹에 대한 이해도가 있으신 분
• 외국어 커뮤니케이션 가능하신 분 (영어, 중국어)
• PPT/Excel 활용한 보고서 제작 경험이 있으신 분"
데이터 분석가(Data Analyst),레이벡스,서울 마포구,경력 6년 이상,"주요업무
· 비정형 데이터의 가공과 분석을 통해, 사업적 과제 해결을 위한 핵심 성과 지표를 수립하고 관리합니다.
· ML을 통해 데이터의 패턴을 분석 · 예측할 수 있는 모델을 개발하고, 다양한 가설을 수립하여 유효성을 검증합니다.
· 데이터 응용을 통해 사업 전반의 의사결정 과정에 참여하고, 주요 실무진과의 협업을 통해 전사 단위의 문제 해결에 기여합니다.
· Aha Moment를 탐색하여 시청자 & 유저의 유입 · 리텐션 요인을 도출하고, 인사이트를 시각화하여 의사결정을 위한 근거를 마련합니다.","자격요건
· 최소 6년 이상의 데이터 분석 유관 업무 경험을 보유하신 분
· 코호트 분석, 유저 행동 패턴 분석 등 프로덕트 데이터 분석 및 ML을 활용한 프로젝트 수행 경험을 보유하신 분
· SQL, R, Python 등의 분석 프로그램을 활용한 데이터 추출 · 가공 · 분석 · 리포팅 역량을 보유하신 분
· 분석 결과를 비전문가도 쉽게 이해할 수 있도록 공유 · 시각화 할 수 있는 커뮤니케이션 역량을 지니고 계시는 분
· 다양한 직군의 실무자 또는 경영진과의 Data-Driven 소통 과정을 주관해본 경험을 지니고 계시는 분","우대사항
· 통계 · 빅데이터 · 엔지니어링 · 인공지능 등 유관 부문의 논문 발표 경험 또는 석사 이상 학위를 보유하신 분
· 데이터의 품질 · 활용도 향상에 대한 고민을 비즈니스에 접목 시켜 프로덕트 혹은 서비스의 개선을 이뤄낸 경험을 지니고 계시는 분
· AWS, GCP, Azure와 같은 클라우드 환경에서 데이터 모델을 배포하고, 운영해본 경험을 지니고 계시는 분
· 커머스 · 미디어 · 광고 · 산업에서의 업무 경험 또는 높은 이해도를 보유하신 분"
데이터 분석가 (4년 이상),투믹스,서울 강남구,경력 4년 이상,"주요업무
■ 인사이트 발굴 및 리포트 제공
• 데이터 지표 분석을 통해 의사결정 지원 및 보고
■ 유관부서 데이터 요청 대응
• 프로덕트 및 마케팅 등 관련 부서의 요청 분석 및 인사이트 제공
■ 사용자 분석 및 인사이트 제공
• 사용자 이용 흐름 및 Funnel 분석을 통해 인사이트 도출 및 제품 개선 지원
■ 마케팅 전략 분석
• 비즈니스적 문제와 Pros/Cons 분석하여 마케팅 부서에 인사이트 제공
■ 데이터 구조 개선 및 협업
• 데이터 구조 설계 고민 및 개발팀과 협력하여 이를 구현","자격요건
• 경력 : 5년 내외의 유관 경력
• 모바일 웹/앱 서비스 데이터 분석 경험이 있으신 분
• 태블로 또는 자체 방식으로 대시보드 구성 가능하신 분
• 코호트 분석, A/B 테스트, Funnel 분석 및 실무 적용 경험이 있으신 분
• 주도적으로 분석 아이템을 발굴하고 추진할 수 있는 분","우대사항
• 전공 : 통계학, 컴퓨터공학 등 관련 전공
• 유사 산업에서의 경력이 있으신 분
• 태블로 사용 가능하신 분(자체 방식으로 대시보드 제작 및 지표 제공 가능하신 분)"
Product Data Analyst,라이너(Liner),서울 마포구,경력 3-10년,"주요업무
- 프로덕트 성장을 위한 데이터 기반의 문제 정의 & 인사이트 도출
- 프로덕트 성장과 사용자 경험 개선을 위한 통계적 실험 설계 & 가설 검증
- 데이터 기반으로 핵심 지표 설계 및 모니터링
- 데이터 로그 설계 및 관리","자격요건
- 3년 이상 프로덕트 데이터 분석 업무 경험이 있으신 분
- 통계학 기반의 분석/실험 인사이트로 프로덕트 성장을 이끌어낸 경험이 있으신 분
- SQL, Python, R 등을 이용한 데이터 전처리, 분석, 모델링 능력을 갖추신 분
- 다양한 직군 동료들과의 협업 및 데이터 스토리텔링 경험이 풍부하신 분","우대사항
- 데이터 마트 구축 혹은 데이터 파이프라인 설계 경험이 있으신 분
- 효율적인 데이터 분석을 위한 방법을 제안하고 실제로 적용해보신 분
- 분석 업무에 대한 자신만의 강점/노하우를 갖고 계신 분
- 데이터 조직의 확장을 경험한 적이 있으신 분
- 건강한 프로덕트는 무엇인지에 대한 명확한 가치관을 보유하고 계신 분
- 머신러닝 알고리즘을 활용한 모델링 역량이 있으신 분
- 개인화 AI 에이전트에 관심 또는 호기심이 많으신 분


[이력서에는 이런 내용을 적어주시면 좋습니다.]
- 진행하셨던 프로젝트에서의 문제 정의 부터 해결 과정까지가 명확하게 드러나면 좋아요.
- 데이터 분석을 통해 성과를 달성해 보신 경험이나 비즈니스 혹은 프로덕트 지표의 개선 여부를 작성해주세요."
IMC마케팅팀장(퍼포먼스마케터 및 데이터분석가),아이트럭,서울 서초구,경력 9-12년,"주요업무
ㆍ아이트럭 마케팅 전략 수립 및 실행
ㆍ퍼포먼스 마케팅
ㆍApp & Web 플랫폼 Raw 데이터 분석
ㆍ프로덕트 퍼널 및 이벤트 설계
ㆍ신규 고객 구매전환과 기존 고객의 리텐션을 높이는 전략 개발
ㆍ블로그, SNS, 유튜브 등 컨텐츠 운영 및 관리
ㆍ광고 플랫폼별 핵심 KPI 설정 지표 관리
ㆍ다양한 광고 채널을 활용하여 캠페인 기획 및 실행, 성과 분석 및 모니터링","자격요건
ㆍ경력 : 7년~12년 (온라인 광고 및 퍼포먼스 마케팅 경력 필수), 대졸이상, 남녀무관
ㆍ성장을 느끼고 싶으신분, 성장에 주도적으로 참여하실 분
ㆍ긍정적인 사고방식과 끈기 있게 분석하고 해결점을 찾아가고자 하는 분
ㆍ데이터에 흥미가 있으신 분
ㆍ데이터 분석 능력, KPI 설정하고 이를 기반으로 성과를 개선해본 경험이 있으신 분
ㆍ온/오프라인 마케팅 기획 가능하신 분
ㆍ주도적인 업무가 가능 하신 분
ㆍ동료 및 타 팀과의 협업에 능하신 분
ㆍ올라운드 플레이가 가능한 마케터","우대사항
ㆍ앱 마케팅 전략 수립 / 실행 경험이 있으신 분
ㆍ데이터를 기반으로 한 창의적 실험과 검증 경험이 있으신 분
ㆍ팀플레이어, 이타적/낙관적/능동적인 성격
ㆍ동료 마케터들과 협업하는 프로세스를 구축하고 팀을 리드할수 있는 분
ㆍ다양한 챌린지와 문제에 대한 해결 능력이 뛰어나신 분"
Data Analyst [CFS Operations(Fresh and Core)],쿠팡,서울 송파구,경력 5-17년,"주요업무
-비즈니스 문제 해결을 위한 정량적 연구 적용
-명시된 비즈니스 문제를 데이터 분석으로 변환
-자신이 제안한 해결방안의 접근방식과 방법론에 대해 본인팀의 관리자나 선임 팀원과의 의견 협력
-정확한 구현에 책임을 지며, 데이터, 가정, 결과 등을 검증
-실행 가능하고 다른 사람들이 쉽게 일조할 수 있는 데이터 모델 및 분석 마련
-쿠팡 정책에 따른 데이터 분류, 저장, 처리","자격요건
-SQL 사용이 능숙하고, Python, 데이터베이스, 엑셀, 통계 모델링 관련 최소 5년 이상의 실무 경력을 갖추신 분
-산업공학/컴퓨터학/통계학/수리학 전공 학사 이상이신 분
-업무상 영어 소통, 작문이 가능하신 분
-Power BI 및 Tableau 사용 가능하신 분","우대사항
-이커머스와 고객 행동에 대한 로그 분석 경력을 보유한 분
-경영학 학위를 소지하신 분"
Data Scientist - Manufacturing Data (KR),가우스랩스(Gauss Labs),서울 강남구,경력 3년 이상,"주요업무
• Analyze manufacturing data to uncover opportunities and develop AI models.
• Collaborate with customers to understand their requirements and deliver clear, data-driven solutions.
• Work closely with our internal teams to ensure solutions are feasible, scalable, and aligned with product strategy.
• Present findings to both technical and non-technical stakeholders.","자격요건
• BS/MS in Engineering, Science, or a related field.
• 3+ years of experience leading AI or data science projects in the semiconductor industry or another manufacturing field.
• Strong problem-solving skills and customer-focused mindset.
• Proficiency in data science tools like Python and SQL.
• Ability to work independently and as part of a team.
• Willingness to travel to client sites as needed.","우대사항
• MS in Computer Science, Data Science, or related field.
• Experience in predictive modeling and cloud platforms (e.g., AWS, Azure).
• Excellent communication skills, with the ability to simplify complex technical concepts.
• Proficient in written and spoken English."
Data Scientist,바이온사이트,서울 성동구,경력 3-10년,"주요업무
• 다양한 바이오메디컬 데이터베이스 수집, 가공 및 분석
- 질량분석기(HRMS) 데이터 분석
- 단백질-약물 활성 예측 및 데이터 분석
• 약학 데이터 플랫폼의 개발 및 유지보수
• 분석 모델 성능 평가 및 고도화","자격요건
• 복잡한 원천 데이터로부터 데이터 정제 및 특징 추출을 직접 수행하고 모형 개발 및 성능 평가를 수행해본 경험이 있는 분
• Python 또는 R 기반 데이터 처리 경험 1년 이상으로서, 데이터 가공 및 분석에 능숙하게 사용하실 수 있는 분
• 분석과정 및 결과를 유관부서에 명확히 전달 할 수 있는 커뮤니케이션 능력을 보유하신 분
• 신약개발 및 단백체학 분야의 최신 데이터 분석법에 관심이 있고 새로운 것을 학습하고 성장하고자 하시는 분","우대사항
• 신약개발, 화학, 생물학 등 분야의 데이터 분석 및 모델링 경험자
• 질량분석(MS) 관련 연구개발 수행 경험자
• Linux, git, docker 등 개발환경에 익숙하신 분
• 외국어(영어) 커뮤니케이션 능력을 갖추신 분"
데이터분석팀 (시니어),로앤컴퍼니(lawtalk),서울 강남구,경력 8-12년,"주요업무
[주요업무]
• 비즈니스/프로덕트 성장에 데이터 기반 의사결정이 뒷받침 되도록 가설 수립, 정량적 분석, 인사이트 도출에 기반한 전략 제시
• 사업전략, 마케팅, 영업팀 등 각 팀의 비즈니스 문제를 분석을 통해 해결하도록 리드 & 서포트
• Attribution Tool의 Taxonomy설계 및 데이터 로깅 총괄 책임
• 지표 기획 & BI 솔루션을 통한 데이터 시각화 및 주요 성과 대시보드 제공
• 분석 인프라 환경 운영 및 이슈 대응

[작업환경]
• GCP BigQuery, Amplitude, Hackle, Tableau, Looker Studio(Google Data Studio)","자격요건
[필수요건]
• 관련 업무 경력 8년 이상
• SQL을 통한 데이터 검색/처리에 능숙한 분
• Python/R 등의 분석 언어 활용에 어려움이 없으신 분
• 분석 방향에 대한 기획부터 인사이트 도출까지 스스로 풀어갈 수 있는 분
• 지표 기획부터 대시보드 구축까지 스스로 결과를 도출 할 수 있는 분
• Analytics Engineering(혹은 Data Engineering 전반)업무 수행이 가능하신 분
• 다양한 팀과 다양한 문제를 같이 해결할 수 있는 협업 커뮤니케이션 능력을 갖추신 분

[이런 분과 일하고 싶어요]
• 본인의 경험보다 데이터에 의한 판단 및 의사결정을 할 수 있는 분
• 데이터를 단순 수치의 등락보다 그 너머의 유저의 행동 심리를 이해하려고 하는 분
• 진취적이고 협력적인 마인드로 결과를 함께 만들어가실 분
• 활발한 소통 및 토론을 통한 의사결정이 가능하신 분
• 업무 History 및 노하우를 기록하고 이를 공유할 수 있는 분
• 도전과 변화에 유연하게 대응하며 빠르게 적응할 수 있는 분
• 안주하지 않고 끊임없이 성장/발전하고자 하는 자세를 갖추신 분
• 조직의 방향성과 목표에 공감하여 공헌할 수 있는 분","우대사항
• 분석을 통해 전략 수립이나 컨텐츠 개선 요소 발굴 경험이 많고 노하우를 보유하신 분
• Product, Business, Marketing, 사업전략 등 다양한 주제의 분석 경험이 있으신 분
• A/B test 실험설계 및 실행, 사후 성과측정의 전체 과정에 있어서의 경험과 노하우를 보유하신 분
• Cloud환경(GCP)에서 DW 활용 경험이 있으신 분
• Amplitude, Hackle 활용 경험이 있으신 분
• 통계 이론 지식을 실무에 적용하기에 능하신 분
• 데이터 엔지니어링 지식과 경험이 풍부하신 분
• Business 이해도를 바탕으로 DM 설계 경험이 있으신 분"
